EQTYPE,FREQBAND,LOWERMOD,BANDWITDH,PTX,PTH,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
29,6U,10,56,24,-62.0,,,,,,,,
29,6U,11,7,23,-66.5,,,,,,,,
29,6U,11,14,23,-63.5,,,,,,,,
29,6U,11,28,23,-60.5,,,,,,,,
29,6U,11,40,23,-60.0,,,,,,,,
29,6U,11,56,23,-58.5,,,,,,,,
29,6U,12,14,23,-61.5,,,,,,,,
29,6U,12,28,23,-58.5,,,,,,,,
29,6U,12,40,23,-58.0,,,,,,,,
29,6U,12,56,23,-56.5,,,,,,,,
29,7,1,7,29,-92.0,,,,,,,,
29,7,1,14,29,-89.5,,,,,,,,
29,7,1,28,29,-86.5,,,,,,,,
29,7,1,56,29,-84.0,,,,,,,,
29,7,2,7,29,-90.0,,,,,,,,
29,7,2,14,29,-88.0,,,,,,,,
29,7,2,28,29,-85.0,,,,,,,,
29,7,2,56,29,-82.5,,,,,,,,
29,7,5,7,26,-86.0,,,,,,,,
29,7,5,14,26,-83.5,,,,,,,,
29,7,5,28,26,-80.5,,,,,,,,
29,7,5,56,26,-78.0,,,,,,,,
29,7,4,7,26,-84.5,,,,,,,,
29,7,4,14,26,-81.5,,,,,,,,
29,7,4,28,26,-79.5,,,,,,,,
29,7,4,56,26,-77.0,,,,,,,,
29,7,6,7,26,-81.5,,,,,,,,
29,7,6,14,26,-79.0,,,,,,,,
29,7,6,28,26,-76.0,,,,,,,,
29,7,6,56,26,-74.0,,,,,,,,
29,7,7,7,25,-79.0,,,,,,,,
29,7,7,14,25,-76.0,,,,,,,,
29,7,7,28,25,-73.0,,,,,,,,
29,7,7,56,25,-71.0,,,,,,,,
29,7,8,7,25,-76.0,,,,,,,,
29,7,8,14,25,-72.5,,,,,,,,
29,7,8,28,25,-70.0,,,,,,,,
29,7,8,56,25,-68.0,,,,,,,,
29,7,9,7,24,-73.0,,,,,,,,
29,7,9,14,24,-70.0,,,,,,,,
29,7,9,28,24,-67.0,,,,,,,,
29,7,9,56,24,-65.0,,,,,,,,
29,7,10,7,24,-70.0,,,,,,,,
29,7,10,14,24,-66.5,,,,,,,,
29,7,10,28,24,-64.0,,,,,,,,
29,7,10,56,24,-62.0,,,,,,,,
29,7,11,7,23,-66.5,,,,,,,,
29,7,11,14,23,-63.5,,,,,,,,
29,7,11,28,23,-60.5,,,,,,,,
29,7,11,56,23,-58.5,,,,,,,,
29,7,12,14,23,-61.5,,,,,,,,
29,7,12,28,23,-58.5,,,,,,,,
29,7,12,56,23,-56.5,,,,,,,,
29,8,1,7,29,-92.0,,,,,,,,
29,8,1,14,29,-89.5,,,,,,,,
29,8,1,28,29,-86.5,,,,,,,,
29,8,1,56,29,-84.0,,,,,,,,
29,8,2,7,29,-90.0,,,,,,,,
29,8,2,14,29,-88.0,,,,,,,,
29,8,2,28,29,-85.0,,,,,,,,
29,8,2,56,29,-82.5,,,,,,,,
29,8,5,7,26,-86.0,,,,,,,,
29,8,5,14,26,-83.5,,,,,,,,
29,8,5,28,26,-80.5,,,,,,,,
29,8,5,56,26,-78.0,,,,,,,,
29,8,4,7,26,-84.5,,,,,,,,
29,8,4,14,26,-81.5,,,,,,,,
29,8,4,28,26,-79.5,,,,,,,,
29,8,4,56,26,-77.0,,,,,,,,
29,8,6,7,26,-81.5,,,,,,,,
29,8,6,14,26,-79.0,,,,,,,,
29,8,6,28,26,-76.0,,,,,,,,
29,8,6,56,26,-74.0,,,,,,,,
29,8,7,7,25,-79.0,,,,,,,,
29,8,7,14,25,-76.0,,,,,,,,
29,8,7,28,25,-73.0,,,,,,,,
29,8,7,56,25,-71.0,,,,,,,,
29,8,8,7,25,-76.0,,,,,,,,
29,8,8,14,25,-72.5,,,,,,,,
29,8,8,28,25,-70.0,,,,,,,,
29,8,8,56,25,-68.0,,,,,,,,
29,8,9,7,24,-73.0,,,,,,,,
29,8,9,14,24,-70.0,,,,,,,,
29,8,9,28,24,-67.0,,,,,,,,
29,8,9,56,24,-65.0,,,,,,,,
29,8,10,7,24,-70.0,,,,,,,,
29,8,10,14,24,-66.5,,,,,,,,
29,8,10,28,24,-64.0,,,,,,,,
29,8,10,56,24,-62.0,,,,,,,,
29,8,11,7,23,-66.5,,,,,,,,
29,8,11,14,23,-63.5,,,,,,,,
29,8,11,28,23,-60.5,,,,,,,,
29,8,11,56,23,-58.5,,,,,,,,
29,8,12,14,23,-61.5,,,,,,,,
29,8,12,28,23,-58.5,,,,,,,,
29,8,12,56,23,-56.5,,,,,,,,
29,11,1,7,28,-91.5,,,,,,,,
29,11,1,14,28,-89.0,,,,,,,,
29,11,1,28,28,-86.0,,,,,,,,
29,11,1,56,28,-83.5,,,,,,,,
29,11,2,7,28,-89.5,,,,,,,,
29,11,2,14,28,-87.5,,,,,,,,
29,11,2,28,28,-84.5,,,,,,,,
29,11,2,56,28,-82.0,,,,,,,,
29,11,5,7,25,-85.5,,,,,,,,
29,11,5,14,25,-83.0,,,,,,,,
29,11,5,28,25,-80.0,,,,,,,,
29,11,5,56,25,-77.5,,,,,,,,
29,11,4,7,25,-84.0,,,,,,,,
29,11,4,14,25,-81.0,,,,,,,,
29,11,4,28,25,-79.0,,,,,,,,
29,11,4,56,25,-76.5,,,,,,,,
29,11,6,7,25,-81.0,,,,,,,,
29,11,6,14,25,-78.5,,,,,,,,
29,11,6,28,25,-75.5,,,,,,,,
29,11,6,56,25,-73.5,,,,,,,,
29,11,7,7,24,-78.5,,,,,,,,
29,11,7,14,24,-75.5,,,,,,,,
29,11,7,28,24,-72.5,,,,,,,,
29,11,7,40,24,-72.0,,,,,,,,
29,11,7,56,24,-70.5,,,,,,,,
29,11,8,7,24,-75.5,,,,,,,,
29,11,8,14,24,-72.0,,,,,,,,
29,11,8,28,24,-69.5,,,,,,,,
29,11,8,40,24,-69.0,,,,,,,,
29,11,8,56,24,-67.5,,,,,,,,
29,11,9,7,23,-72.5,,,,,,,,
29,11,9,14,23,-69.0,,,,,,,,
29,11,9,28,23,-66.5,,,,,,,,
29,11,9,40,23,-65.5,,,,,,,,
29,11,9,56,23,-64.5,,,,,,,,
29,11,10,7,23,-69.5,,,,,,,,
29,11,10,14,23,-66.0,,,,,,,,
29,11,10,28,23,-63.5,,,,,,,,
29,11,10,40,23,-62.5,,,,,,,,
29,11,10,56,23,-61.5,,,,,,,,
29,11,11,7,22,-66.0,,,,,,,,
29,11,11,14,22,-63.0,,,,,,,,
29,11,11,28,22,-60.0,,,,,,,,
29,11,11,40,22,-59.5,,,,,,,,
29,11,11,56,22,-58.0,,,,,,,,
29,11,12,14,22,-61.0,,,,,,,,
29,11,12,28,22,-58.0,,,,,,,,
29,11,12,40,22,-57.5,,,,,,,,
29,11,12,56,22,-56.0,,,,,,,,
29,13,1,7,28,-91.5,,,,,,,,
29,13,1,14,28,-89.0,,,,,,,,
29,13,1,28,28,-86.0,,,,,,,,
29,13,1,56,28,-83.5,,,,,,,,
29,13,2,7,28,-89.5,,,,,,,,
29,13,2,14,28,-87.5,,,,,,,,
29,13,2,28,28,-84.5,,,,,,,,
29,13,2,56,28,-82.0,,,,,,,,
29,13,5,7,25,-85.5,,,,,,,,
29,13,5,14,25,-83.0,,,,,,,,
29,13,5,28,25,-80.0,,,,,,,,
29,13,5,56,25,-77.5,,,,,,,,
29,13,4,7,25,-84.0,,,,,,,,
29,13,4,14,25,-81.0,,,,,,,,
29,13,4,28,25,-79.0,,,,,,,,
29,13,4,56,25,-76.5,,,,,,,,
29,13,6,7,25,-81.0,,,,,,,,
29,13,6,14,25,-78.5,,,,,,,,
29,13,6,28,25,-75.5,,,,,,,,
29,13,6,56,25,-73.5,,,,,,,,
29,13,7,7,24,-78.5,,,,,,,,
29,13,7,14,24,-75.5,,,,,,,,
29,13,7,28,24,-72.5,,,,,,,,
29,13,7,56,24,-70.5,,,,,,,,
29,13,8,7,24,-75.5,,,,,,,,
29,13,8,14,24,-72.0,,,,,,,,
29,13,8,28,24,-69.5,,,,,,,,
29,13,8,56,24,-67.5,,,,,,,,
29,13,9,7,23,-72.5,,,,,,,,
29,13,9,14,23,-69.5,,,,,,,,
29,13,9,28,23,-66.5,,,,,,,,
29,13,9,56,23,-64.5,,,,,,,,
29,13,10,7,23,-69.5,,,,,,,,
29,13,10,14,23,-66.0,,,,,,,,
29,13,10,28,23,-63.5,,,,,,,,
29,13,10,56,23,-61.5,,,,,,,,
29,13,11,7,22,-66.0,,,,,,,,
29,13,11,14,22,-63.0,,,,,,,,
29,13,11,28,22,-60.0,,,,,,,,
29,13,11,56,22,-58.0,,,,,,,,
29,13,12,14,22,-61.0,,,,,,,,
29,13,12,28,22,-58.0,,,,,,,,
29,13,12,56,22,-56.0,,,,,,,,
29,15,1,7,28,-91.5,,,,,,,,
29,15,1,14,28,-89.0,,,,,,,,
29,15,1,28,28,-86.0,,,,,,,,
29,15,1,56,28,-83.5,,,,,,,,
29,15,2,7,28,-89.5,,,,,,,,
29,15,2,14,28,-87.5,,,,,,,,
29,15,2,28,28,-84.5,,,,,,,,
29,15,2,56,28,-82.0,,,,,,,,
29,15,5,7,25,-85.5,,,,,,,,
29,15,5,14,25,-83.0,,,,,,,,
29,15,5,28,25,-80.0,,,,,,,,
29,15,5,56,25,-77.5,,,,,,,,
29,15,4,7,25,-84.0,,,,,,,,
29,15,4,14,25,-81.0,,,,,,,,
29,15,4,28,25,-79.0,,,,,,,,
29,15,4,56,25,-76.5,,,,,,,,
29,15,6,7,25,-81.0,,,,,,,,
29,15,6,14,25,-78.5,,,,,,,,
29,15,6,28,25,-75.5,,,,,,,,
29,15,6,56,25,-73.5,,,,,,,,
29,15,7,7,24,-78.5,,,,,,,,
29,15,7,14,24,-75.5,,,,,,,,
29,15,7,28,24,-72.5,,,,,,,,
29,15,7,56,24,-70.5,,,,,,,,
29,15,8,7,24,-75.5,,,,,,,,
29,15,8,14,24,-72.0,,,,,,,,
29,15,8,28,24,-69.5,,,,,,,,
29,15,8,56,24,-67.5,,,,,,,,
29,15,9,7,23,-72.5,,,,,,,,
29,15,9,14,23,-69.5,,,,,,,,
29,15,9,28,23,-66.5,,,,,,,,
29,15,9,56,23,-64.5,,,,,,,,
29,15,10,7,23,-69.5,,,,,,,,
29,15,10,14,23,-66.0,,,,,,,,
29,15,10,28,23,-63.5,,,,,,,,
29,15,10,56,23,-61.5,,,,,,,,
29,15,11,7,22,-66.0,,,,,,,,
29,15,11,14,22,-63.0,,,,,,,,
29,15,11,28,22,-60.0,,,,,,,,
29,15,11,56,22,-58.0,,,,,,,,
29,15,12,14,22,-61.0,,,,,,,,
29,15,12,28,22,-58.0,,,,,,,,
29,15,12,56,22,-56.0,,,,,,,,
29,18,1,7,23,-91.0,,,,,,,,
29,18,1,14,23,-88.5,,,,,,,,
29,18,1,28,23,-85.5,,,,,,,,
29,18,1,56,23,-83.0,,,,,,,,
29,18,2,7,23,-89.0,,,,,,,,
29,18,2,14,23,-87.0,,,,,,,,
29,18,2,28,23,-84.0,,,,,,,,
29,18,2,56,23,-81.5,,,,,,,,
29,18,5,7,21,-85.0,,,,,,,,
29,18,5,14,21,-82.5,,,,,,,,
29,18,5,28,21,-79.5,,,,,,,,
29,18,5,56,21,-77.0,,,,,,,,
29,18,4,7,21,-83.5,,,,,,,,
29,18,4,14,21,-80.5,,,,,,,,
29,18,4,28,21,-78.5,,,,,,,,
29,18,4,56,21,-76.0,,,,,,,,
29,18,6,7,21,-80.5,,,,,,,,
29,18,6,14,21,-78.0,,,,,,,,
29,18,6,28,21,-75.0,,,,,,,,
29,18,6,56,21,-73.0,,,,,,,,
29,18,7,7,19,-78.0,,,,,,,,
29,18,7,14,19,-75.0,,,,,,,,
29,18,7,28,19,-72.0,,,,,,,,
29,18,7,56,19,-70.0,,,,,,,,
29,18,8,7,19,-75.0,,,,,,,,
29,18,8,14,19,-71.5,,,,,,,,
29,18,8,28,19,-69.0,,,,,,,,
29,18,8,56,19,-67.0,,,,,,,,
29,18,9,7,18,-72.0,,,,,,,,
29,18,9,14,18,-69.0,,,,,,,,
29,18,9,28,18,-66.0,,,,,,,,
29,18,9,56,18,-64.0,,,,,,,,
29,18,10,7,18,-69.0,,,,,,,,
29,18,10,14,18,-65.5,,,,,,,,
29,18,10,28,18,-63.0,,,,,,,,
29,18,10,56,18,-61.0,,,,,,,,
29,18,11,7,17,-65.5,,,,,,,,
29,18,11,14,17,-62.5,,,,,,,,
29,18,11,28,17,-59.5,,,,,,,,
29,18,11,56,17,-57.5,,,,,,,,
29,18,12,14,17,-60.5,,,,,,,,
29,18,12,28,17,-57.5,,,,,,,,
29,18,12,56,17,-55.5,,,,,,,,
29,18,13,28,16,-53.0,,,,,,,,
29,18,13,56,16,-51.5,,,,,,,,
29,23,1,7,23,-91.0,,,,,,,,
29,23,1,14,23,-88.5,,,,,,,,
29,23,1,28,23,-85.5,,,,,,,,
29,23,1,56,23,-83.0,,,,,,,,
29,23,2,7,23,-89.0,,,,,,,,
29,23,2,14,23,-87.0,,,,,,,,
29,23,2,28,23,-84.0,,,,,,,,
29,23,2,56,23,-81.5,,,,,,,,
29,23,5,7,21,-85.0,,,,,,,,
29,23,5,14,21,-82.5,,,,,,,,
29,23,5,28,21,-79.5,,,,,,,,
29,23,5,56,21,-77.0,,,,,,,,
29,23,4,7,21,-83.5,,,,,,,,
29,23,4,14,21,-80.5,,,,,,,,
29,23,4,28,21,-78.5,,,,,,,,
29,23,4,56,21,-76.0,,,,,,,,
29,23,6,7,21,-80.5,,,,,,,,
29,23,6,14,21,-78.0,,,,,,,,
29,23,6,28,21,-75.0,,,,,,,,
29,23,6,56,21,-73.0,,,,,,,,
29,23,7,7,19,-78.0,,,,,,,,
29,23,7,14,19,-75.0,,,,,,,,
29,23,7,28,19,-72.0,,,,,,,,
29,23,7,56,19,-70.0,,,,,,,,
29,23,8,7,19,-75.0,,,,,,,,
29,23,8,14,19,-71.5,,,,,,,,
29,23,8,28,19,-69.0,,,,,,,,
29,23,8,56,19,-67.0,,,,,,,,
29,23,9,7,18,-72.0,,,,,,,,
29,23,9,14,18,-69.0,,,,,,,,
29,23,9,28,18,-66.0,,,,,,,,
29,23,9,56,18,-64.0,,,,,,,,
29,23,10,7,18,-69.0,,,,,,,,
29,23,10,14,18,-65.5,,,,,,,,
29,23,10,28,18,-63.0,,,,,,,,
29,23,10,56,18,-61.0,,,,,,,,
29,23,11,7,17,-65.5,,,,,,,,
29,23,11,14,17,-62.5,,,,,,,,
29,23,11,28,17,-59.5,,,,,,,,
29,23,11,56,17,-57.5,,,,,,,,
29,23,12,14,17,-60.5,,,,,,,,
29,23,12,28,17,-57.5,,,,,,,,
29,23,12,56,17,-55.5,,,,,,,,
29,23,13,28,16,-53.0,,,,,,,,
29,23,13,56,16,-51.5,,,,,,,,
29,25,1,7,22,-90.5,,,,,,,,
29,25,1,14,22,-88.0,,,,,,,,
29,25,1,28,22,-85.0,,,,,,,,
29,25,1,56,22,-82.5,,,,,,,,
29,25,2,7,22,-88.5,,,,,,,,
29,25,2,14,22,-86.5,,,,,,,,
29,25,2,28,22,-83.5,,,,,,,,
29,25,2,56,22,-81.0,,,,,,,,
29,25,5,7,20,-84.5,,,,,,,,
29,25,5,14,20,-82.0,,,,,,,,
29,25,5,28,20,-79.0,,,,,,,,
29,25,5,56,20,-76.5,,,,,,,,
29,25,4,7,20,-83.0,,,,,,,,
29,25,4,14,20,-80.0,,,,,,,,
29,25,4,28,20,-78.0,,,,,,,,
29,25,4,56,20,-75.5,,,,,,,,
29,25,6,7,20,-80.0,,,,,,,,
29,25,6,14,20,-77.5,,,,,,,,
29,25,6,28,20,-74.5,,,,,,,,
29,25,6,56,20,-72.5,,,,,,,,
29,25,7,7,18,-77.5,,,,,,,,
29,25,7,14,18,-74.5,,,,,,,,
29,25,7,28,18,-71.5,,,,,,,,
29,25,7,56,18,-69.5,,,,,,,,
29,25,8,7,18,-74.5,,,,,,,,
29,25,8,14,18,-71.0,,,,,,,,
29,25,8,28,18,-68.5,,,,,,,,
29,25,8,56,18,-66.5,,,,,,,,
29,25,9,7,17,-71.5,,,,,,,,
29,25,9,14,17,-68.5,,,,,,,,
29,25,9,28,17,-65.5,,,,,,,,
29,25,9,56,17,-63.5,,,,,,,,
29,25,10,7,17,-68.5,,,,,,,,
29,25,10,14,17,-65.0,,,,,,,,
29,25,10,28,17,-62.5,,,,,,,,
29,25,10,56,17,-60.5,,,,,,,,
29,25,11,7,16,-65.0,,,,,,,,
29,25,11,14,16,-62.0,,,,,,,,
29,25,11,28,16,-59.0,,,,,,,,
29,25,11,56,16,-57.0,,,,,,,,
29,25,12,14,16,-60.0,,,,,,,,
29,25,12,28,16,-57.0,,,,,,,,
29,25,12,56,16,-55.0,,,,,,,,
29,25,13,28,15,-51.0,,,,,,,,
29,25,13,56,15,-52.5,,,,,,,,
29,28,1,7,21,-89.0,,,,,,,,
29,28,1,14,21,-86.5,,,,,,,,
29,28,1,28,21,-83.5,,,,,,,,
29,28,1,56,21,-81.0,,,,,,,,
29,28,2,7,21,-87.0,,,,,,,,
29,28,2,14,21,-85.0,,,,,,,,
29,28,2,28,21,-82.0,,,,,,,,
29,28,2,56,21,-79.5,,,,,,,,
29,28,5,7,19,-83.0,,,,,,,,
29,28,5,14,19,-80.5,,,,,,,,
29,28,5,28,19,-77.5,,,,,,,,
29,28,5,56,19,-75.0,,,,,,,,
29,28,4,7,19,-81.5,,,,,,,,
29,28,4,14,19,-78.5,,,,,,,,
29,28,4,28,19,-76.5,,,,,,,,
29,28,4,56,19,-74.0,,,,,,,,
29,28,6,7,19,-78.5,,,,,,,,
29,28,6,14,19,-76.0,,,,,,,,
29,28,6,28,19,-73.0,,,,,,,,
29,28,6,56,19,-71.0,,,,,,,,
29,28,7,7,17,-76.0,,,,,,,,
29,28,7,14,17,-73.0,,,,,,,,
29,28,7,28,17,-70.0,,,,,,,,
29,28,7,56,17,-68.0,,,,,,,,
29,28,8,7,17,-73.0,,,,,,,,
29,28,8,14,17,-69.5,,,,,,,,
29,28,8,28,17,-67.0,,,,,,,,
29,28,8,56,17,-65.0,,,,,,,,
29,28,9,7,16,-70.0,,,,,,,,
29,28,9,14,16,-67.0,,,,,,,,
29,28,9,28,16,-64.0,,,,,,,,
29,28,9,56,16,-62.0,,,,,,,,
29,28,10,7,16,-67.0,,,,,,,,
29,28,10,14,16,-63.5,,,,,,,,
29,28,10,28,16,-61.0,,,,,,,,
29,28,10,56,16,-59.0,,,,,,,,
29,28,11,7,15,-63.5,,,,,,,,
29,28,11,14,15,-60.5,,,,,,,,
29,28,11,28,15,-57.5,,,,,,,,
29,28,11,56,15,-55.5,,,,,,,,
29,28,12,14,15,-58.5,,,,,,,,
29,28,12,28,15,-55.5,,,,,,,,
29,28,12,56,15,-53.5,,,,,,,,
29,28,13,28,14,-51.0,,,,,,,,
29,28,13,56,14,-49.5,,,,,,,,
29,32,1,7,20,-89.0,,,,,,,,
29,32,1,14,20,-86.5,,,,,,,,
29,32,1,28,20,-83.5,,,,,,,,
29,32,1,56,20,-81.0,,,,,,,,
29,32,2,7,20,-87.0,,,,,,,,
29,32,2,14,20,-85.0,,,,,,,,
29,32,2,28,20,-82.0,,,,,,,,
29,32,2,56,20,-79.5,,,,,,,,
29,32,5,7,18,-83.0,,,,,,,,
29,32,5,14,18,-80.5,,,,,,,,
29,32,5,28,18,-77.5,,,,,,,,
29,32,5,56,18,-75.0,,,,,,,,
29,32,4,7,18,-81.5,,,,,,,,
29,32,4,14,18,-78.5,,,,,,,,
29,32,4,28,18,-76.5,,,,,,,,
29,32,4,56,18,-74.0,,,,,,,,
29,32,6,7,18,-78.5,,,,,,,,
29,32,6,14,18,-76.0,,,,,,,,
29,32,6,28,18,-73.0,,,,,,,,
29,32,6,56,18,-71.0,,,,,,,,
29,32,7,7,16,-76.0,,,,,,,,
29,32,7,14,16,-73.0,,,,,,,,
29,32,7,28,16,-70.0,,,,,,,,
29,32,7,56,16,-68.0,,,,,,,,
29,32,8,7,16,-73.0,,,,,,,,
29,32,8,14,16,-69.5,,,,,,,,
29,32,8,28,16,-67.0,,,,,,,,
29,32,8,56,16,-65.0,,,,,,,,
29,32,9,7,15,-70.0,,,,,,,,
29,32,9,14,15,-67.0,,,,,,,,
29,32,9,28,15,-64.0,,,,,,,,
29,32,9,56,15,-62.0,,,,,,,,
29,32,10,7,15,-67.0,,,,,,,,
29,32,10,14,15,-63.5,,,,,,,,
29,32,10,28,15,-61.0,,,,,,,,
29,32,10,56,15,-59.0,,,,,,,,
29,32,11,7,14,-63.5,,,,,,,,
29,32,11,14,14,-60.5,,,,,,,,
29,32,11,28,14,-57.5,,,,,,,,
29,32,11,56,14,-55.5,,,,,,,,
29,32,12,14,14,-58.5,,,,,,,,
29,32,12,28,14,-55.5,,,,,,,,
29,32,12,56,14,-53.5,,,,,,,,
29,32,13,28,13,-50.5,,,,,,,,
29,32,13,56,13,-49.0,,,,,,,,
29,38,1,7,19,-89.0,,,,,,,,
29,38,1,14,19,-86.5,,,,,,,,
29,38,1,28,19,-83.5,,,,,,,,
29,38,1,56,19,-81.0,,,,,,,,
29,38,2,7,19,-87.0,,,,,,,,
29,38,2,14,19,-85.0,,,,,,,,
29,38,2,28,19,-82.0,,,,,,,,
29,38,2,56,19,-79.5,,,,,,,,
29,38,5,7,17,-83.0,,,,,,,,
29,38,5,14,17,-80.5,,,,,,,,
29,38,5,28,17,-77.5,,,,,,,,
29,38,5,56,17,-75.0,,,,,,,,
29,38,4,7,17,-81.5,,,,,,,,
29,38,4,14,17,-78.5,,,,,,,,
29,38,4,28,17,-76.5,,,,,,,,
29,38,4,56,17,-74.0,,,,,,,,
29,38,6,7,17,-78.5,,,,,,,,
29,38,6,14,17,-76.0,,,,,,,,
29,38,6,28,17,-73.0,,,,,,,,
29,38,6,56,17,-71.0,,,,,,,,
29,38,7,7,15,-76.0,,,,,,,,
29,38,7,14,15,-73.0,,,,,,,,
29,38,7,28,15,-70.0,,,,,,,,
29,38,7,56,15,-68.0,,,,,,,,
29,38,8,7,15,-73.0,,,,,,,,
29,38,8,14,15,-69.5,,,,,,,,
29,38,8,28,15,-67.0,,,,,,,,
29,38,8,56,15,-65.0,,,,,,,,
29,38,9,7,14,-70.0,,,,,,,,
29,38,9,14,14,-67.0,,,,,,,,
29,38,9,28,14,-64.0,,,,,,,,
29,38,9,56,14,-62.0,,,,,,,,
29,38,10,7,14,-67.0,,,,,,,,
29,38,10,14,14,-63.5,,,,,,,,
29,38,10,28,14,-61.0,,,,,,,,
29,38,10,56,14,-59.0,,,,,,,,
29,38,11,7,13,-63.5,,,,,,,,
29,38,11,14,13,-60.5,,,,,,,,
29,38,11,28,13,-57.5,,,,,,,,
29,38,11,56,13,-55.5,,,,,,,,
29,38,12,14,13,-58.5,,,,,,,,
29,38,12,28,13,-55.5,,,,,,,,
29,38,12,56,13,-53.5,,,,,,,,
29,38,13,28,12,-51.0,,,,,,,,
29,38,13,56,12,-49.5,,,,,,,,
29,42,1,7,17,-88.0,,,,,,,,
29,42,1,14,17,-85.5,,,,,,,,
29,42,1,28,17,-82.5,,,,,,,,
29,42,1,56,17,-80.0,,,,,,,,
29,42,2,7,17,-86.0,,,,,,,,
29,42,2,14,17,-84.0,,,,,,,,
29,42,2,28,17,-81.0,,,,,,,,
29,42,2,56,17,-78.5,,,,,,,,
29,42,5,7,15,-82.0,,,,,,,,
29,42,5,14,15,-79.5,,,,,,,,
29,42,5,28,15,-76.5,,,,,,,,
29,42,5,56,15,-74.0,,,,,,,,
29,42,4,7,15,-80.5,,,,,,,,
29,42,4,14,15,-77.5,,,,,,,,
29,42,4,28,15,-75.5,,,,,,,,
29,42,4,56,15,-73.0,,,,,,,,
29,42,6,7,15,-77.5,,,,,,,,
29,42,6,14,15,-75.0,,,,,,,,
29,42,6,28,15,-72.0,,,,,,,,
29,42,6,56,15,-70.0,,,,,,,,
29,42,7,7,13,-75.0,,,,,,,,
29,42,7,14,13,-72.0,,,,,,,,
29,42,7,28,13,-69.0,,,,,,,,
29,42,7,56,13,-67.0,,,,,,,,
29,42,8,7,13,-72.0,,,,,,,,
29,42,8,14,13,-68.5,,,,,,,,
29,42,8,28,13,-66.0,,,,,,,,
29,42,8,56,13,-64.0,,,,,,,,
29,42,9,7,12,-69.0,,,,,,,,
29,42,9,14,12,-66.0,,,,,,,,
29,42,9,28,12,-63.0,,,,,,,,
29,42,9,56,12,-61.0,,,,,,,,
29,42,10,7,12,-66.0,,,,,,,,
29,42,10,14,12,-62.5,,,,,,,,
29,42,10,28,12,-60.0,,,,,,,,
29,42,10,56,12,-58.0,,,,,,,,
29,42,11,7,11,-62.5,,,,,,,,
29,42,11,14,11,-59.5,,,,,,,,
29,42,11,28,11,-56.5,,,,,,,,
29,42,11,56,11,-54.5,,,,,,,,
29,42,12,14,11,-57.5,,,,,,,,
29,42,12,28,11,-54.5,,,,,,,,
29,42,12,56,11,-52.5,,,,,,,,
27,80,0,250,18,-73.0,,,,,,,,
27,80,0,500,18,-70.0,,,,,,,,
27,80,1,250,18,-71.0,,,,,,,,
27,80,1,500,18,-68.0,,,,,,,,
27,80,2,250,18,-68.0,,,,,,,,
27,80,2,500,18,-65.0,,,,,,,,
27,80,4,250,15,-62.0,,,,,,,,
27,80,4,500,15,-59.0,,,,,,,,
27,80,7,250,13,-56.0,,,,,,,,
27,80,7,500,13,-53.0,,,,,,,,
19,6U,1,40,29,-86.0,,,,,,,,
19,6U,2,40,29,-84.5,,,,,,,,
19,6U,3,40,29,-79.5,,,,,,,,
19,6U,4,40,26,-78.0,,,,,,,,
19,6U,6,40,26,-75.0,,,,,,,,
19,11,1,40,28,-85.5,,,,,,,,
19,11,2,40,28,-84.0,,,,,,,,
19,11,3,40,28,-79.0,,,,,,,,
19,11,4,40,25,-77.5,,,,,,,,
19,11,6,40,25,-74.5,,,,,,,,
29,6U,1,40,25,-85.5,,,,,,,,
29,6U,2,40,25,-84.0,,,,,,,,
29,6U,5,40,25,-79.5,,,,,,,,
29,6U,4,40,25,-78.5,,,,,,,,
29,6U,6,40,25,-75.5,,,,,,,,
29,11,1,40,28,-85.0,,,,,,,,
29,11,2,40,28,-83.5,,,,,,,,
29,11,5,40,25,-79.0,,,,,,,,
29,11,4,40,25,-78.0,,,,,,,,
29,11,6,40,25,-75.0,,,,,,,,
